word,times_added,times_removed,net_change,absolute_change,survival_fraction
companhia,1,0,1,1,1.0
dayon,1,0,1,1,1.0
likely,1,0,1,1,1.0
holes,1,0,1,1,1.0
37,1,0,1,1,1.0
genetic,1,0,1,1,1.0
cómbo,1,0,1,1,1.0
95,1,0,1,1,1.0
consists,1,0,1,1,1.0
enrolled,1,0,1,1,1.0
223,1,0,1,1,1.0
holmes,1,0,1,1,1.0
warring,1,0,1,1,1.0
reclaiming,1,0,1,1,1.0
ancestry,1,0,1,1,1.0
moritz,1,0,1,1,1.0
communities,1,0,1,1,1.0
toppled,1,0,1,1,1.0
hammarskjöld,1,0,1,1,1.0
twice,1,0,1,1,1.0
portraits,1,0,1,1,1.0
paternal,1,0,1,1,1.0
aporrea,1,0,1,1,1.0
ideas,1,0,1,1,1.0
reforms,1,0,1,1,1.0
snail,1,0,1,1,1.0
1936,1,0,1,1,1.0
mitochondrial,1,0,1,1,1.0
wouldn,1,0,1,1,1.0
barbaric,1,0,1,1,1.0
jorge,1,0,1,1,1.0
rewards,1,0,1,1,1.0
1900,1,0,1,1,1.0
article,1,0,1,1,1.0
printers,1,0,1,1,1.0
blooded,1,0,1,1,1.0
republics,1,0,1,1,1.0
belong,1,0,1,1,1.0
colomboor,1,0,1,1,1.0
gene,1,0,1,1,1.0
honolulu,1,0,1,1,1.0
player,1,0,1,1,1.0
domestication,1,0,1,1,1.0
mn,1,0,1,1,1.0
massachusettssomerville,1,0,1,1,1.0
descobrimento,1,0,1,1,1.0
incas,1,0,1,1,1.0
epidemiology,1,0,1,1,1.0
originally,1,0,1,1,1.0
namibia,1,0,1,1,1.0
bull,1,0,1,1,1.0
importation,1,0,1,1,1.0
possibly,1,0,1,1,1.0
lmk_dec,1,0,1,1,1.0
korean,1,0,1,1,1.0
unique,1,0,1,1,1.0
marked,1,0,1,1,1.0
barbas,1,0,1,1,1.0
μητρόπολις,1,0,1,1,1.0
québec,1,0,1,1,1.0
build,1,0,1,1,1.0
promotion,1,0,1,1,1.0
slaves,3,0,3,3,1.0
375,1,0,1,1,1.0
acquire,1,0,1,1,1.0
inseparable,1,0,1,1,1.0
apart,1,0,1,1,1.0
papal,1,0,1,1,1.0
nubia,1,0,1,1,1.0
anthropology,1,0,1,1,1.0
caracas,1,0,1,1,1.0
raben,1,0,1,1,1.0
tt,1,0,1,1,1.0
1474journal,1,0,1,1,1.0
june,1,0,1,1,1.0
pro,1,0,1,1,1.0
creolisation,1,0,1,1,1.0
ages,1,0,1,1,1.0
monarca,1,0,1,1,1.0
lineages,1,0,1,1,1.0
luciano,1,0,1,1,1.0
imperador,1,0,1,1,1.0
surrounded,1,0,1,1,1.0
broad,1,0,1,1,1.0
qing,1,0,1,1,1.0
dna,1,0,1,1,1.0
nam,1,0,1,1,1.0
residents,1,0,1,1,1.0
lilia,1,0,1,1,1.0
tobagohttp,1,0,1,1,1.0
seafaring,1,0,1,1,1.0
populationsouth,1,0,1,1,1.0
affect,1,0,1,1,1.0
mary,1,0,1,1,1.0
le,1,0,1,1,1.0
pedro,3,0,3,3,1.0
depicts,1,0,1,1,1.0
mestizos,1,0,1,1,1.0
botswanabotswana,1,0,1,1,1.0
nineteen,1,0,1,1,1.0
recorded,1,0,1,1,1.0
welcome,1,0,1,1,1.0
tezenlo,1,0,1,1,1.0
poor,1,0,1,1,1.0
factors,1,0,1,1,1.0
leadership,1,0,1,1,1.0
diverse,1,0,1,1,1.0
newsday,1,0,1,1,1.0
paolo,1,0,1,1,1.0
certainly,1,0,1,1,1.0
edu,1,0,1,1,1.0
135,1,0,1,1,1.0
hussein,1,0,1,1,1.0
adapted,1,0,1,1,1.0
say,1,0,1,1,1.0
trumpet,1,0,1,1,1.0
famous,1,0,1,1,1.0
risks,1,0,1,1,1.0
kalinago,1,0,1,1,1.0
banking,1,0,1,1,1.0
1136245220,1,0,1,1,1.0
suggestion,1,0,1,1,1.0
exceptions,1,0,1,1,1.0
southward,1,0,1,1,1.0
nus,1,0,1,1,1.0
instituted,1,0,1,1,1.0
adamski,1,0,1,1,1.0
thong,1,0,1,1,1.0
pentatonic,1,0,1,1,1.0
oklahomahttps,1,0,1,1,1.0
mediterranean,1,0,1,1,1.0
11th,1,0,1,1,1.0
defects,1,0,1,1,1.0
12th,1,0,1,1,1.0
elected,1,0,1,1,1.0
protests,1,0,1,1,1.0
reported,1,0,1,1,1.0
tordesillas,1,0,1,1,1.0
dag,1,0,1,1,1.0
pozzo,1,0,1,1,1.0
vietnamese,1,0,1,1,1.0
chromosome,1,0,1,1,1.0
speaking,1,0,1,1,1.0
translate,1,0,1,1,1.0
picked,1,0,1,1,1.0
aboriginal,1,0,1,1,1.0
trópicos,1,0,1,1,1.0
precise,1,0,1,1,1.0
frances,1,0,1,1,1.0
toppling,1,0,1,1,1.0
joseon,1,0,1,1,1.0
auspices,1,0,1,1,1.0
nieto,1,0,1,1,1.0
cristòffa,1,0,1,1,1.0
immunities,1,0,1,1,1.0
actual,1,0,1,1,1.0
flute,1,0,1,1,1.0
defended,1,0,1,1,1.0
cabral,2,0,2,2,1.0
identity,2,0,2,2,1.0
entirely,2,0,2,2,1.0
translator1,2,0,2,2,1.0
1814,1,0,1,1,1.0
lost,1,0,1,1,1.0
citizenry,1,0,1,1,1.0
phoenecians,1,0,1,1,1.0
astronomer,1,0,1,1,1.0
recognizes,1,0,1,1,1.0
absorbed,1,0,1,1,1.0
forgiven,1,0,1,1,1.0
m45,1,0,1,1,1.0
culturess,1,0,1,1,1.0
schwarcz,1,0,1,1,1.0
offensive,1,0,1,1,1.0
rapidly,1,0,1,1,1.0
137,23,0,23,23,1.0
carib,4,1,3,5,0.75
conflicts,3,1,2,4,0.6666666666666666
baghdad,3,1,2,4,0.6666666666666666
amerindians,3,1,2,4,0.6666666666666666
centuries,3,1,2,4,0.6666666666666666
home,3,1,2,4,0.6666666666666666
2012,3,1,2,4,0.6666666666666666
miles,3,1,2,4,0.6666666666666666
1500,3,1,2,4,0.6666666666666666
1998,3,1,2,4,0.6666666666666666
common,3,1,2,4,0.6666666666666666
empires,8,3,5,11,0.625
brazil,13,5,8,18,0.6153846153846154
groups,17,7,10,24,0.5882352941176471
territory,7,3,4,10,0.5714285714285714
decline,2,1,1,3,0.5
indies,4,2,2,6,0.5
expansion,4,2,2,6,0.5
led,4,2,2,6,0.5
2004,4,2,2,6,0.5
22,4,2,2,6,0.5
favored,4,2,2,6,0.5
09,2,1,1,3,0.5
monument,2,1,1,3,0.5
lebanon,2,1,1,3,0.5
peninsula,2,1,1,3,0.5
influence,2,1,1,3,0.5
claimed,2,1,1,3,0.5
il,2,1,1,3,0.5
1914,4,2,2,6,0.5
behavior,2,1,1,3,0.5
legalize,2,1,1,3,0.5
google,2,1,1,3,0.5
163,2,1,1,3,0.5
15,2,1,1,3,0.5
begun,2,1,1,3,0.5
sense,2,1,1,3,0.5
edirne,2,1,1,3,0.5
continent,2,1,1,3,0.5
categorize,2,1,1,3,0.5
catholic,2,1,1,3,0.5
45,2,1,1,3,0.5
tribes,2,1,1,3,0.5
standardized,2,1,1,3,0.5
tribal,2,1,1,3,0.5
hejaz,2,1,1,3,0.5
symbolization,2,1,1,3,0.5
recognize,2,1,1,3,0.5
instances,2,1,1,3,0.5
civilized,2,1,1,3,0.5
modeled,2,1,1,3,0.5
ha,2,1,1,3,0.5
2000,2,1,1,3,0.5
landing,2,1,1,3,0.5
organization,4,2,2,6,0.5
legitimizing,4,2,2,6,0.5
sexualizing,2,1,1,3,0.5
refute,2,1,1,3,0.5
harbor,2,1,1,3,0.5
id,2,1,1,3,0.5
end,2,1,1,3,0.5
intended,2,1,1,3,0.5
individual,2,1,1,3,0.5
metropole,2,1,1,3,0.5
totaled,2,1,1,3,0.5
700,2,1,1,3,0.5
colonia,2,1,1,3,0.5
legitimized,2,1,1,3,0.5
belgrade,2,1,1,3,0.5
decolonization,14,7,7,21,0.5
bridge,2,1,1,3,0.5
turkish,2,1,1,3,0.5
commercial,2,1,1,3,0.5
vilayet,2,1,1,3,0.5
analysis,2,1,1,3,0.5
turned,2,1,1,3,0.5
recent,2,1,1,3,0.5
basra,2,1,1,3,0.5
men,2,1,1,3,0.5
germs,2,1,1,3,0.5
brazilian,2,1,1,3,0.5
venezuelan,2,1,1,3,0.5
civilize,2,1,1,3,0.5
colonist,2,1,1,3,0.5
industrialization,2,1,1,3,0.5
monarchs,2,1,1,3,0.5
1800,2,1,1,3,0.5
polity,2,1,1,3,0.5
refers,2,1,1,3,0.5
organize,2,1,1,3,0.5
publisher,2,1,1,3,0.5
discoverers,2,1,1,3,0.5
inter,2,1,1,3,0.5
marginalization,2,1,1,3,0.5
chapter,2,1,1,3,0.5
comes,2,1,1,3,0.5
town,2,1,1,3,0.5
revolution,2,1,1,3,0.5
emphasized,2,1,1,3,0.5
nejd,2,1,1,3,0.5
close,2,1,1,3,0.5
half,2,1,1,3,0.5
achieved,2,1,1,3,0.5
follows,2,1,1,3,0.5
bbc,2,1,1,3,0.5
yemen,2,1,1,3,0.5
biased,2,1,1,3,0.5
wood,2,1,1,3,0.5
memorial,2,1,1,3,0.5
civilization,14,8,6,22,0.42857142857142855
km,7,4,3,11,0.42857142857142855
ethnic,17,10,7,27,0.4117647058823529
colonizers,30,18,12,48,0.4
imperial,5,3,2,8,0.4
dominica,5,3,2,8,0.4
neighboring,5,3,2,8,0.4
characterized,5,3,2,8,0.4
concept,5,3,2,8,0.4
early,5,3,2,8,0.4
majority,5,3,2,8,0.4
colonizing,16,10,6,26,0.375
arrival,8,5,3,13,0.375
civilizations,22,14,8,36,0.36363636363636365
colonized,22,14,8,36,0.36363636363636365
viable,3,2,1,5,0.3333333333333333
saw,3,2,1,5,0.3333333333333333
imposed,3,2,1,5,0.3333333333333333
guiana,3,2,1,5,0.3333333333333333
argue,3,2,1,5,0.3333333333333333
slave,3,2,1,5,0.3333333333333333
300,3,2,1,5,0.3333333333333333
spread,3,2,1,5,0.3333333333333333
modernization,6,4,2,10,0.3333333333333333
syria,6,4,2,10,0.3333333333333333
genocide,6,4,2,10,0.3333333333333333
celebrate,6,4,2,10,0.3333333333333333
old,3,2,1,5,0.3333333333333333
current,3,2,1,5,0.3333333333333333
minority,3,2,1,5,0.3333333333333333
noting,3,2,1,5,0.3333333333333333
guyana,3,2,1,5,0.3333333333333333
german,3,2,1,5,0.3333333333333333
developed,3,2,1,5,0.3333333333333333
19th,3,2,1,5,0.3333333333333333
dehumanize,3,2,1,5,0.3333333333333333
historians,3,2,1,5,0.3333333333333333
smallpox,3,2,1,5,0.3333333333333333
include,3,2,1,5,0.3333333333333333
positive,3,2,1,5,0.3333333333333333
long,3,2,1,5,0.3333333333333333
migration,3,2,1,5,0.3333333333333333
proclaimed,3,2,1,5,0.3333333333333333
center,6,4,2,10,0.3333333333333333
giornata,3,2,1,5,0.3333333333333333
eurocentric,3,2,1,5,0.3333333333333333
research,3,2,1,5,0.3333333333333333
portugal,3,2,1,5,0.3333333333333333
armies,3,2,1,5,0.3333333333333333
cuba,10,7,3,17,0.3
various,7,5,2,12,0.2857142857142857
military,7,5,2,12,0.2857142857142857
israel,4,3,1,7,0.25
di,4,3,1,7,0.25
cia,4,3,1,7,0.25
thought,4,3,1,7,0.25
religious,4,3,1,7,0.25
20,4,3,1,7,0.25
estimated,4,3,1,7,0.25
officially,4,3,1,7,0.25
fell,4,3,1,7,0.25
palestine,4,3,1,7,0.25
93,4,3,1,7,0.25
process,4,3,1,7,0.25
john,4,3,1,7,0.25
word,4,3,1,7,0.25
200,4,3,1,7,0.25
foreign,4,3,1,7,0.25
com,8,6,2,14,0.25
cristoforo,4,3,1,7,0.25
13,4,3,1,7,0.25
80,4,3,1,7,0.25
factbook,4,3,1,7,0.25
regarded,4,3,1,7,0.25
notable,4,3,1,7,0.25
mass,4,3,1,7,0.25
colonize,8,6,2,14,0.25
500,8,6,2,14,0.25
map,8,6,2,14,0.25
category,13,10,3,23,0.23076923076923078
ii,9,7,2,16,0.2222222222222222
right,9,7,2,16,0.2222222222222222
native,32,25,7,57,0.21875
colonization,74,58,16,132,0.21621621621621623
algeria,5,4,1,9,0.2
opening,5,4,1,9,0.2
maintain,5,4,1,9,0.2
theory,5,4,1,9,0.2
theories,5,4,1,9,0.2
present,5,4,1,9,0.2
second,5,4,1,9,0.2
opportunities,5,4,1,9,0.2
culture,5,4,1,9,0.2
bahamas,5,4,1,9,0.2
2008,5,4,1,9,0.2
settlers,5,4,1,9,0.2
serbia,5,4,1,9,0.2
prior,5,4,1,9,0.2
city,5,4,1,9,0.2
disease,5,4,1,9,0.2
70,5,4,1,9,0.2
largely,5,4,1,9,0.2
used,10,8,2,18,0.2
millions,5,4,1,9,0.2
europeans,21,17,4,38,0.19047619047619047
late,6,5,1,11,0.16666666666666666
statue,6,5,1,11,0.16666666666666666
natives,6,5,1,11,0.16666666666666666
alaska,6,5,1,11,0.16666666666666666
northern,6,5,1,11,0.16666666666666666
celebrates,6,5,1,11,0.16666666666666666
scholars,6,5,1,11,0.16666666666666666
world,32,27,5,59,0.15625
october,13,11,2,24,0.15384615384615385
spaniards,7,6,1,13,0.14285714285714285
introduced,7,6,1,13,0.14285714285714285
pre,7,6,1,13,0.14285714285714285
african,7,6,1,13,0.14285714285714285
columbian,8,7,1,15,0.125
route,8,7,1,15,0.125
americans,17,15,2,32,0.11764705882352941
continents,9,8,1,17,0.1111111111111111
indians,9,8,1,17,0.1111111111111111
contact,10,9,1,19,0.1
country,10,9,1,19,0.1
known,12,11,1,23,0.08333333333333333
12,14,13,1,27,0.07142857142857142
explorer,14,13,1,27,0.07142857142857142
000,65,62,3,127,0.046153846153846156
colonial,24,23,1,47,0.041666666666666664
ottoman,62,60,2,122,0.03225806451612903
churches,0,1,-1,1,0.0
1763,0,1,-1,1,0.0
sponsored,0,1,-1,1,0.0
22in,1,1,0,2,0.0
1093,0,1,-1,1,0.0
25,0,1,-1,1,0.0
1775,0,1,-1,1,0.0
originarios,0,2,-2,2,0.0
caucasians,1,1,0,2,0.0
brutality,0,1,-1,1,0.0
lake,0,1,-1,1,0.0
1961,1,1,0,2,0.0
1618,1,1,0,2,0.0
rival,0,1,-1,1,0.0
place,6,6,0,12,0.0
man,1,1,0,2,0.0
godfrey,1,1,0,2,0.0
palmyra,1,1,0,2,0.0
charles,0,2,-2,2,0.0
onepage,1,1,0,2,0.0
modernisation,6,6,0,12,0.0
exploited,1,1,0,2,0.0
frequently,1,1,0,2,0.0
mayan,1,1,0,2,0.0
committed,1,1,0,2,0.0
personhood,1,1,0,2,0.0
netherlands,1,1,0,2,0.0
make,1,1,0,2,0.0
momom,1,1,0,2,0.0
vasconcelos,0,1,-1,1,0.0
integral,1,1,0,2,0.0
kirchner,1,1,0,2,0.0
1966,0,1,-1,1,0.0
vladimir,1,1,0,2,0.0
book,0,1,-1,1,0.0
oli,1,1,0,2,0.0
engaged,1,1,0,2,0.0
varilla,1,1,0,2,0.0
italianss,1,1,0,2,0.0
140,0,1,-1,1,0.0
display,0,1,-1,1,0.0
chinese,1,1,0,2,0.0
yall,1,1,0,2,0.0
amerians,1,1,0,2,0.0
actions,1,1,0,2,0.0
genocidal,1,1,0,2,0.0
gilio,1,1,0,2,0.0
obscure,1,1,0,2,0.0
falola,1,1,0,2,0.0
misiones,1,1,0,2,0.0
iloveancestry,1,1,0,2,0.0
austin,1,1,0,2,0.0
numerous,1,1,0,2,0.0
using,6,6,0,12,0.0
rica,6,6,0,12,0.0
resistencia,1,1,0,2,0.0
rico,6,6,0,12,0.0
period,6,6,0,12,0.0
puerto,6,6,0,12,0.0
philippines,1,1,0,2,0.0
italys,1,1,0,2,0.0
creation,1,1,0,2,0.0
bc,1,1,0,2,0.0
project,1,1,0,2,0.0
ve,1,1,0,2,0.0
panamá,1,1,0,2,0.0
britain,1,1,0,2,0.0
campaign,1,1,0,2,0.0
chesley,1,1,0,2,0.0
panama,6,6,0,12,0.0
aux,6,6,0,12,0.0
oppressed,1,1,0,2,0.0
andenes,1,1,0,2,0.0
pene,1,1,0,2,0.0
hernando,1,1,0,2,0.0
seattle,1,1,0,2,0.0
lacked,1,1,0,2,0.0
dios,1,1,0,2,0.0
problems,1,1,0,2,0.0
washingtion,1,1,0,2,0.0
instance,1,1,0,2,0.0
approx,1,1,0,2,0.0
secluded,1,1,0,2,0.0
maintaining,1,1,0,2,0.0
pg,1,1,0,2,0.0
wilson,1,1,0,2,0.0
celebratory,1,1,0,2,0.0
virgen,1,1,0,2,0.0
5000,1,1,0,2,0.0
meadows,6,6,0,12,0.0
anse,6,6,0,12,0.0
arabia,6,6,0,12,0.0
systematic,6,6,0,12,0.0
calendar,6,6,0,12,0.0
costa,6,6,0,12,0.0
antarctic,1,1,0,2,0.0
fe,1,1,0,2,0.0
suc,1,1,0,2,0.0
álvar,1,1,0,2,0.0
coast,7,7,0,14,0.0
plank,1,1,0,2,0.0
maniac,1,1,0,2,0.0
guaraní,1,1,0,2,0.0
1589,1,1,0,2,0.0
caste,1,1,0,2,0.0
considered,1,1,0,2,0.0
egyptian,1,1,0,2,0.0
managed,0,1,-1,1,0.0
generations,0,2,-2,2,0.0
suggested,0,2,-2,2,0.0
rdz017mattingly,0,1,-1,1,0.0
jose,0,1,-1,1,0.0
cibao,0,1,-1,1,0.0
dead,1,1,0,2,0.0
1873,0,1,-1,1,0.0
leader,0,3,-3,3,0.0
iceland,0,1,-1,1,0.0
swift,0,1,-1,1,0.0
language,0,1,-1,1,0.0
fiddles,0,1,-1,1,0.0
cook,0,1,-1,1,0.0
preeminent,0,1,-1,1,0.0
note,0,1,-1,1,0.0
firsttime,1,1,0,2,0.0
rea,1,1,0,2,0.0
swept,1,1,0,2,0.0
comacina,1,1,0,2,0.0
anglo,1,1,0,2,0.0
office,0,1,-1,1,0.0
siberia,0,1,-1,1,0.0
dobyns,0,1,-1,1,0.0
kauai,0,1,-1,1,0.0
seventh,0,1,-1,1,0.0
son,0,1,-1,1,0.0
diplomatic,0,1,-1,1,0.0
stock,0,1,-1,1,0.0
large,8,8,0,16,0.0
evidence,8,8,0,16,0.0
populations,8,8,0,16,0.0
required,1,1,0,2,0.0
cons,1,1,0,2,0.0
sucksta,1,1,0,2,0.0
annual,1,1,0,2,0.0
dutch,7,7,0,14,0.0
mississippi,1,1,0,2,0.0
producing,1,1,0,2,0.0
universalise,1,1,0,2,0.0
colorado,1,1,0,2,0.0
owners,1,1,0,2,0.0
sizable,1,1,0,2,0.0
persia,1,1,0,2,0.0
lifestyl,1,1,0,2,0.0
wretched,1,1,0,2,0.0
andahu,1,1,0,2,0.0
disorientation,1,1,0,2,0.0
matambú,1,1,0,2,0.0
409,1,1,0,2,0.0
different,1,1,0,2,0.0
landed,7,7,0,14,0.0
godzilla,1,1,0,2,0.0
southern,7,7,0,14,0.0
headed,7,7,0,14,0.0
called,7,7,0,14,0.0
war,7,7,0,14,0.0
oceanic,6,6,0,12,0.0
latin,6,6,0,12,0.0
nfjsndjlfndskjlgnjlfdkgnjlkfngjkdfngjkfdngkjfngjv,1,1,0,2,0.0
vaca,1,1,0,2,0.0
1080,1,1,0,2,0.0
wounded,1,1,0,2,0.0
gouda,1,1,0,2,0.0
capitalizing,1,1,0,2,0.0
image_size,1,1,0,2,0.0
outrage,1,1,0,2,0.0
tomás,1,1,0,2,0.0
usa,1,1,0,2,0.0
mujeres,1,1,0,2,0.0
images,1,1,0,2,0.0
isbn,1,1,0,2,0.0
require,1,1,0,2,0.0
dsjvdsjvndsjvdssdjvndsjvndsjvndsvjndsjvdt,1,1,0,2,0.0
guaymí,1,1,0,2,0.0
discovered,7,7,0,14,0.0
varying,1,1,0,2,0.0
canal,1,1,0,2,0.0
stretches,1,1,0,2,0.0
austrian,1,1,0,2,0.0
tacoma,1,1,0,2,0.0
brink,1,1,0,2,0.0
northeast,1,1,0,2,0.0
ieas,1,1,0,2,0.0
peruvian,1,1,0,2,0.0
woah,1,1,0,2,0.0
1840s,1,1,0,2,0.0
massachusetts,1,1,0,2,0.0
martin,1,1,0,2,0.0
displacing,1,1,0,2,0.0
aimed,1,1,0,2,0.0
denver,1,1,0,2,0.0
blackness,1,1,0,2,0.0
fabrics,1,1,0,2,0.0
sourthern,1,1,0,2,0.0
poppķookkkommn,1,1,0,2,0.0
region,1,1,0,2,0.0
nowiki,1,1,0,2,0.0
hope,1,1,0,2,0.0
apache,1,1,0,2,0.0
respective,1,1,0,2,0.0
fernández,1,1,0,2,0.0
3foutputtype,1,1,0,2,0.0
despite,1,1,0,2,0.0
bloody,1,1,0,2,0.0
respect,1,1,0,2,0.0
occupying,1,1,0,2,0.0
complete,1,1,0,2,0.0
sports,1,1,0,2,0.0
harrison,1,1,0,2,0.0
fall,1,1,0,2,0.0
advance,1,1,0,2,0.0
pula,1,1,0,2,0.0
babylon,1,1,0,2,0.0
1474,0,1,-1,1,0.0
adjusted,0,1,-1,1,0.0
undergo,0,1,-1,1,0.0
1843,0,1,-1,1,0.0
brass,0,1,-1,1,0.0
smaller,0,1,-1,1,0.0
commonalities,0,1,-1,1,0.0
mothers,0,1,-1,1,0.0
maritime,1,1,0,2,0.0
meet,1,1,0,2,0.0
personnel,1,1,0,2,0.0
blowup,1,1,0,2,0.0
finding,1,1,0,2,0.0
episodes,1,1,0,2,0.0
approved,1,1,0,2,0.0
ruler,1,1,0,2,0.0
page_scan_tab_contentsglenn,1,1,0,2,0.0
masters,1,1,0,2,0.0
didnt,1,1,0,2,0.0
hay,1,1,0,2,0.0
november,1,1,0,2,0.0
logic,1,1,0,2,0.0
wi,1,1,0,2,0.0
025,1,1,0,2,0.0
theoryies,1,1,0,2,0.0
speakers,1,1,0,2,0.0
scarce,1,1,0,2,0.0
violent,1,1,0,2,0.0
betw,1,1,0,2,0.0
festa,1,1,0,2,0.0
africans,1,1,0,2,0.0
heroism,1,1,0,2,0.0
14,1,1,0,2,0.0
pathumb,1,1,0,2,0.0
technologic,1,1,0,2,0.0
psychological,1,1,0,2,0.0
respeto,1,1,0,2,0.0
boat,1,1,0,2,0.0
typhus,1,1,0,2,0.0
elimination,1,1,0,2,0.0
racist,1,1,0,2,0.0
1937,1,1,0,2,0.0
july,5,5,0,10,0.0
april,5,5,0,10,0.0
afro,0,1,-1,1,0.0
search,5,5,0,10,0.0
